Symbol,Date,Open,High,Low,Close,EMA_High,EMA_Low
PNB,20200305  09:15:00,44.6,44.6,45.2,44.85,,
PNB,20200305  09:20:00,44.85,44.2,44.9,44.2,,
PNB,20200305  09:25:00,44.25,43.95,44.3,44.1,,
PNB,20200305  09:30:00,44.05,44.0,44.3,44.25,,
PNB,20200305  09:35:00,44.2,43.9,44.25,44.1,,
PNB,20200305  09:40:00,44.15,43.95,44.15,44.0,,
PNB,20200305  09:45:00,44.0,43.8,44.1,43.9,,
PNB,20200305  09:50:00,43.9,43.7,43.95,43.8,,
PNB,20200305  09:55:00,43.8,43.6,43.9,43.9,,
PNB,20200305  10:00:00,43.9,43.75,43.95,43.95,,
PNB,20200305  10:05:00,43.95,43.8,43.95,43.9,,
PNB,20200305  10:10:00,43.9,43.8,43.95,43.85,43.92083333333334,44.24166666666667
PNB,20200305  10:15:00,43.85,43.6,43.85,43.75,43.87147435897437,44.18141025641026
PNB,20200305  10:20:00,43.75,43.6,43.85,43.8,43.82970907297831,44.13042406311637
PNB,20200305  10:25:00,43.75,43.75,43.95,43.8,43.81744613867396,44.10266651494462
PNB,20200305  10:30:00,43.85,42.8,43.85,43.45,43.66091596349335,44.06379474341468
PNB,20200305  10:35:00,43.45,43.4,43.7,43.55,43.62077504603283,44.00782632135088
PNB,20200305  10:40:00,43.5,43.45,44.25,44.25,43.594501962027785,44.045083810373825
PNB,20200305  10:45:00,44.25,44.15,44.5,44.35,43.679963198638895,44.11507091647016
PNB,20200305  10:50:00,44.25,44.1,44.65,44.3,43.744584245002144,44.19736769855167
PNB,20200305  10:55:00,44.35,44.15,44.45,44.45,43.8069558996172,44.236234206466804
PNB,20200305  11:00:00,44.45,44.4,44.65,44.4,43.898193453522246,44.299890482394986
PNB,20200305  11:05:00,44.5,44.45,44.6,44.45,43.98308676836498,44.346061177411144
PNB,20200305  11:10:00,44.5,44.25,44.55,44.4,44.024150342462676,44.37743638088635
PNB,20200305  11:15:00,44.45,44.15,44.5,44.25,44.04351182823765,44.39629232228845
PNB,20200305  11:20:00,44.25,44.25,44.55,44.5,44.07527923927801,44.419939657320995
PNB,20200305  11:25:00,44.5,44.4,44.65,44.65,44.125236279389085,44.45533355619469
PNB,20200305  11:30:00,44.6,44.4,44.75,44.45,44.167507621021535,44.50066685524166
PNB,20200305  11:35:00,44.5,44.4,44.6,44.5,44.20327567932591,44.51594887751217
PNB,20200305  11:40:00,44.55,44.35,44.65,44.4,44.22584865173731,44.53657212712569
PNB,20200305  11:45:00,44.45,44.35,44.55,44.5,44.244948859162335,44.53863795372173
PNB,20200305  11:50:00,44.45,44.35,44.55,44.5,44.26111057313736,44.54038596084146
PNB,20200305  11:55:00,44.45,44.45,44.95,44.85,44.29017048496238,44.60340350532739
PNB,20200305  12:00:00,44.9,44.8,45.65,45.4,44.36860579496817,44.76441835066164
PNB,20200305  12:05:00,45.45,45.3,45.55,45.5,44.511897211126914,44.885277065944464
PNB,20200305  12:10:00,45.5,45.45,45.9,45.7,44.65622071710739,45.04138828656839
PNB,20200305  12:15:00,45.75,45.65,45.9,45.8,44.809109837552406,45.1734823963271
PNB,20200305  12:20:00,45.85,45.4,45.85,45.45,44.900016016390495,45.277562027661396
PNB,20200305  12:25:00,45.5,45.45,45.65,45.45,44.9846289369458,45.33486017725195
PNB,20200305  12:30:00,45.45,45.15,45.5,45.35,45.01007063895414,45.360266303828574
PNB,20200305  12:35:00,45.3,45.1,45.35,45.1,45.023905925268885,45.35868687247033
PNB,20200305  12:40:00,45.1,44.9,45.3,45.25,45.00484347522752,45.34965812285951
PNB,20200305  12:45:00,45.3,45.1,45.3,45.25,45.01948294057713,45.34201841165035
PNB,20200305  12:50:00,45.2,45.2,45.35,45.3,45.04725479587295,45.343246348319525
PNB,20200305  12:55:00,45.25,45.05,45.3,45.15,45.04767713496942,45.336593063962674
PNB,20200305  13:00:00,45.1,44.95,45.15,45.15,45.03264988343566,45.30788643873765
PNB,20200305  13:05:00,45.1,45.1,45.25,45.15,45.043011439830174,45.29898083277801
PNB,20200305  13:10:00,45.1,45.1,45.25,45.2,45.05177891062553,45.29144532004293
PNB,20200305  13:15:00,45.15,45.15,45.3,45.25,45.06688984745237,45.29276142465171
PNB,20200305  13:20:00,45.25,45.1,45.25,45.2,45.071983717075085,45.28618274393606
PNB,20200305  13:25:00,45.2,45.1,45.3,45.15,45.07629391444815,45.2883084756382
PNB,20200305  13:30:00,45.1,44.8,45.15,44.85,45.033787158379205,45.26703024861694
PNB,20200305  13:35:00,44.8,44.7,44.95,44.95,44.982435287859325,45.218256364214334
PNB,20200305  13:40:00,44.95,44.6,44.95,44.6,44.92359908972712,45.176986154335204
PNB,20200305  13:45:00,44.6,44.45,44.7,44.45,44.850737691307565,45.103603669052866
PNB,20200305  13:50:00,44.45,44.35,44.8,44.8,44.77370112341409,45.0568954122755
PNB,20200305  13:55:00,44.8,44.65,45.0,44.75,44.754670181350384,45.04814227192542
PNB,20200305  14:00:00,44.75,44.6,44.8,44.8,44.730874768834944,45.00996653778305
PNB,20200305  14:05:00,44.8,44.75,44.95,44.9,44.73381711209111,45.000740916585656
PNB,20200305  14:10:00,44.85,44.8,45.0,44.95,44.74399909484632,45.00062692941863
PNB,20200305  14:15:00,44.95,44.9,45.2,45.15,44.767999234100735,45.03129970950807
PNB,20200305  14:20:00,45.1,45.05,45.2,45.2,44.811383967316004,45.05725360035298
PNB,20200305  14:25:00,45.15,44.95,45.2,45.0,44.83270951080585,45.07921458491406
PNB,20200305  14:30:00,45.0,44.8,45.0,44.95,44.82767727837418,45.06702772569651
PNB,20200305  14:35:00,44.95,44.65,44.95,44.7,44.80034231247046,45.049023460204744
PNB,20200305  14:40:00,44.7,44.6,45.05,45.05,44.76952041824424,45.04917369709632
PNB,20200305  14:45:00,45.1,44.95,45.2,45.2,44.79728650774513,45.07237774369689
PNB,20200305  14:50:00,45.15,45.05,45.45,45.25,44.83616550655357,45.13047347543583
PNB,20200305  14:55:00,45.25,45.05,45.25,45.25,44.869063120929944,45.14886217152262
PNB,20200305  15:00:00,45.25,45.1,45.35,45.15,44.90459187155611,45.17980645282684
PNB,20200305  15:05:00,45.15,45.05,45.2,45.1,44.92696235285517,45.18291315239194
PNB,20200305  15:10:00,45.1,44.9,45.1,45.05,44.92281429856976,45.17015728279318
PNB,20200305  15:15:00,45.0,44.9,45.1,44.9,44.919304406482105,45.15936385467115
PNB,20200305  15:20:00,44.95,44.85,45.0,44.9,44.908642190100245,45.1348463385679
PNB,20200305  15:25:00,44.9,44.75,45.0,44.75,44.88423569931559,45.11410074801899
PNB,20200306  09:15:00,41.35,41.35,42.75,42.3,44.34050713019011,44.75039294063146
PNB,20200306  09:20:00,42.35,42.15,42.7,42.65,44.003506033237784,44.434947872842
PNB,20200306  09:25:00,42.7,42.3,42.9,42.7,43.741428181970434,44.198802046250925
PNB,20200306  09:30:00,42.6,42.1,42.65,42.5,43.488900769359596,43.960524808366166
PNB,20200306  09:35:00,42.45,42.35,42.6,42.55,43.3136852663812,43.751213299386755
PNB,20200306  09:40:00,42.5,42.2,42.55,42.55,43.142349071553326,43.56641125332725
PNB,20200306  09:45:00,42.55,42.4,42.65,42.5,43.02814152208359,43.42542490666152
PNB,20200306  09:50:00,42.5,42.45,42.6,42.55,42.93919667253227,43.29843645948282
PNB,20200306  09:55:00,42.55,42.45,42.8,42.75,42.863935645988846,43.221753927254696
PNB,20200306  10:00:00,42.8,42.65,43.2,42.95,42.83102246968287,43.21840716921551
PNB,20200306  10:05:00,43.0,42.85,43.1,43.1,42.83394208973166,43.200190681643896
PNB,20200306  10:10:00,43.0,42.75,43.05,42.85,42.82102792208063,43.17708442292945
PNB,20200306  10:15:00,42.85,42.7,42.9,42.85,42.80240824176053,43.13445605017107
PNB,20200306  10:20:00,42.85,42.55,42.9,42.65,42.763576204566604,43.09838588860629
PNB,20200306  10:25:00,42.6,42.5,42.7,42.55,42.723026019248664,43.03709575189763
PNB,20200306  10:30:00,42.6,42.5,42.75,42.75,42.68871432397964,42.99292717468261
PNB,20200306  10:35:00,42.75,42.45,42.75,42.5,42.65198904336739,42.95555376319298
PNB,20200306  10:40:00,42.45,42.4,42.65,42.65,42.61322149823394,42.90854549193252
PNB,20200306  10:45:00,42.6,42.6,42.75,42.65,42.611187421582564,42.88415387778905
PNB,20200306  10:50:00,42.65,42.5,42.75,42.65,42.59408166441602,42.863514819667664
PNB,20200306  10:55:00,42.65,42.55,42.7,42.55,42.58729986989047,42.83835869356495
PNB,20200306  11:00:00,42.55,42.55,42.65,42.6,42.58156142836886,42.80938043301649
PNB,20200306  11:05:00,42.6,42.55,42.65,42.55,42.57670582400442,42.78486036639857
PNB,20200306  11:10:00,42.55,42.2,42.6,42.2,42.51875108184989,42.75642031002956
PNB,20200306  11:15:00,42.25,42.1,42.25,42.2,42.45432783848837,42.678509493101934
PNB,20200306  11:20:00,42.2,42.1,42.3,42.3,42.399815863336315,42.620277263393945
PNB,20200306  11:25:00,42.3,42.3,42.55,42.45,42.38445957666919,42.60946537671795
PNB,20200306  11:30:00,42.5,42.1,42.55,42.2,42.34069656487393,42.60031685722288
PNB,20200306  11:35:00,42.15,41.9,42.2,42.0,42.272897093354864,42.53872964841936
PNB,20200306  11:40:00,41.95,41.95,42.35,42.25,42.22322061745412,42.509694317893306
PNB,20200306  11:45:00,42.25,42.0,42.25,42.1,42.188878983999636,42.46974134590972
PNB,20200306  11:50:00,42.05,42.05,42.2,42.2,42.16751298646123,42.428242677308226
PNB,20200306  11:55:00,42.15,42.1,42.5,42.4,42.15712637315951,42.439282265414654
PNB,20200306  12:00:00,42.35,42.15,42.4,42.2,42.156030008058046,42.43323883996624
PNB,20200306  12:05:00,42.2,42.1,42.3,42.2,42.14741000681835,42.41274055689451
PNB,20200306  12:10:00,42.2,42.15,42.3,42.2,42.14780846730783,42.39539585583382
PNB,20200306  12:15:00,42.25,42.1,42.25,42.2,42.14045331849125,42.37302726262862
PNB,20200306  12:20:00,42.2,42.15,42.4,42.35,42.141922038723365,42.37717691453191
PNB,20200306  12:25:00,42.35,42.25,42.4,42.35,42.15854941738131,42.38068815845008
PNB,20200306  12:30:00,42.4,42.35,42.6,42.55,42.1880033531688,42.41442844176545
PNB,20200306  12:35:00,42.6,42.4,42.65,42.45,42.22061822191206,42.450670219955384
PNB,20200306  12:40:00,42.45,42.3,42.5,42.35,42.23283080315636,42.458259416885326
PNB,20200306  12:45:00,42.3,42.3,42.45,42.45,42.24316452574769,42.456988737364505
PNB,20200306  12:50:00,42.45,42.2,42.45,42.35,42.23652382947881,42.45591354700073
PNB,20200306  12:55:00,42.35,42.3,42.5,42.35,42.24628939417438,42.46269607823139
PNB,20200306  13:00:00,42.4,42.3,42.4,42.4,42.2545525643014,42.45305052773425
PNB,20200306  13:05:00,42.35,42.3,42.45,42.45,42.2615444774858,42.45258121577513
PNB,20200306  13:10:00,42.45,42.4,42.65,42.55,42.28284532710337,42.48295333642511
PNB,20200306  13:15:00,42.55,42.55,42.75,42.6,42.32394604601054,42.52403743851356
PNB,20200306  13:20:00,42.6,42.5,42.65,42.55,42.351031269701224,42.54341629412686
PNB,20200306  13:25:00,42.6,42.5,42.6,42.6,42.37394953590103,42.552121479645805
PNB,20200306  13:30:00,42.5,42.45,42.6,42.55,42.38564960730088,42.55948740585414
PNB,20200306  13:35:00,42.5,42.45,42.6,42.5,42.395549667716125,42.56572011264581
PNB,20200306  13:40:00,42.5,42.4,42.55,42.5,42.39623433422133,42.56330163377723
PNB,20200306  13:45:00,42.45,42.4,42.65,42.5,42.39681366741805,42.576639843965346
PNB,20200306  13:50:00,42.5,42.45,42.65,42.55,42.404996180122964,42.587926021816834
PNB,20200306  13:55:00,42.5,42.45,42.75,42.75,42.411919844719435,42.61286047999886
PNB,20200306  14:00:00,42.7,42.45,42.8,42.55,42.417778330147215,42.64165117538365
PNB,20200306  14:05:00,42.5,42.4,42.55,42.5,42.41504320243226,42.6275509945554
PNB,20200306  14:10:00,42.5,42.35,42.55,42.4,42.40503655590422,42.615620072316105
PNB,20200306  14:15:00,42.3,42.2,42.45,42.3,42.37349247038049,42.59014006119055
PNB,20200306  14:20:00,42.35,42.2,42.4,42.3,42.346801321091185,42.56088774408431
PNB,20200306  14:25:00,42.35,42.3,42.45,42.4,42.339601117846385,42.543828091148264
PNB,20200306  14:30:00,42.4,42.35,42.6,42.5,42.34120094587002,42.5524699232793
PNB,20200306  14:35:00,42.45,42.45,42.6,42.5,42.35793926189002,42.55978224277479
PNB,20200306  14:40:00,42.55,42.35,42.55,42.45,42.35671783698386,42.558277282347895
PNB,20200306  14:45:00,42.5,42.35,42.5,42.45,42.35568432360173,42.54931154660206
PNB,20200306  14:50:00,42.5,42.45,42.6,42.45,42.370194427663,42.55710977020175
PNB,20200306  14:55:00,42.5,42.45,42.7,42.65,42.38247220802254,42.579092882478406
PNB,20200306  15:00:00,42.6,42.45,42.65,42.5,42.392861099095995,42.59000166978942
PNB,20200306  15:05:00,42.5,42.35,42.5,42.35,42.386267083850456,42.57615525905259
PNB,20200306  15:10:00,42.45,42.35,42.5,42.45,42.38068753248885,42.56443906535219
PNB,20200306  15:15:00,42.45,42.3,42.45,42.35,42.3682740659521,42.54683305529801
PNB,20200306  15:20:00,42.35,42.25,42.4,42.3,42.350078055805625,42.524243354482934
PNB,20200306  15:25:00,42.3,42.25,42.4,42.4,42.33468143183553,42.50512899225479
