Symbol,Date,Open,High,Low,Close,EMA_High,EMA_Low
PETRONET,20200305  09:15:00,248.5,242.35,248.5,243.7,,
PETRONET,20200305  09:20:00,243.6,242.85,244.55,243.4,,
PETRONET,20200305  09:25:00,243.35,243.15,244.0,243.6,,
PETRONET,20200305  09:30:00,243.55,242.4,243.7,243.0,,
PETRONET,20200305  09:35:00,243.05,242.45,244.1,243.4,,
PETRONET,20200305  09:40:00,243.45,243.3,244.0,243.6,,
PETRONET,20200305  09:45:00,243.45,243.25,243.85,243.4,,
PETRONET,20200305  09:50:00,243.4,242.8,243.5,242.95,,
PETRONET,20200305  09:55:00,242.95,242.9,243.6,243.55,,
PETRONET,20200305  10:00:00,243.55,243.1,243.55,243.25,,
PETRONET,20200305  10:05:00,243.25,243.2,244.1,243.35,,
PETRONET,20200305  10:10:00,243.35,243.0,243.4,243.25,242.8958333333333,244.23749999999998
PETRONET,20200305  10:15:00,243.3,242.65,243.3,242.9,242.85801282051278,244.0932692307692
PETRONET,20200305  10:20:00,242.9,242.0,243.15,242.0,242.7260108481262,243.94815088757395
PETRONET,20200305  10:25:00,241.8,241.8,243.0,243.0,242.58354764072217,243.80228152025487
PETRONET,20200305  10:30:00,242.95,242.7,243.65,242.85,242.6014633883034,243.77885359406181
PETRONET,20200305  10:35:00,242.85,242.6,242.95,242.65,242.60123825164132,243.65133765651385
PETRONET,20200305  10:40:00,242.7,242.6,243.95,243.8,242.60104775138882,243.69728570935786
PETRONET,20200305  10:45:00,244.0,243.8,244.9,244.6,242.78550194348284,243.88231867714896
PETRONET,20200305  10:50:00,244.85,244.05,244.85,244.05,242.98004010602395,244.03119272681835
PETRONET,20200305  10:55:00,244.0,243.6,244.55,244.1,243.07541855125103,244.11100923038475
PETRONET,20200305  11:00:00,244.15,244.15,245.0,244.9,243.24073877413548,244.2477770410948
PETRONET,20200305  11:05:00,245.0,244.25,245.15,244.4,243.3960097319608,244.38658057323406
PETRONET,20200305  11:10:00,244.35,243.55,244.35,243.95,243.41970054242836,244.3809527927365
PETRONET,20200305  11:15:00,243.95,243.75,244.25,243.8,243.47051584359323,244.36080620923858
PETRONET,20200305  11:20:00,243.65,243.55,244.6,244.35,243.48274417534813,244.3976052539711
PETRONET,20200305  11:25:00,244.4,243.95,245.0,244.75,243.55462968683304,244.49028136874477
PETRONET,20200305  11:30:00,244.75,243.9,245.2,243.9,243.6077635811664,244.59946885047634
PETRONET,20200305  11:35:00,243.9,243.5,244.7,244.4,243.59118456867927,244.61493518117229
PETRONET,20200305  11:40:00,244.4,244.4,244.9,244.9,243.71561771195937,244.65879130714578
PETRONET,20200305  11:45:00,244.9,244.9,245.8,245.25,243.89783037165793,244.8343618752772
PETRONET,20200305  11:50:00,245.3,244.65,245.3,244.75,244.01354877601824,244.90599850984995
PETRONET,20200305  11:55:00,244.6,244.4,245.7,245.4,244.07300281047696,245.02815258525766
PETRONET,20200305  12:00:00,245.4,245.3,245.5,245.45,244.26177160886513,245.100744495218
PETRONET,20200305  12:05:00,245.45,245.1,245.45,245.15,244.39072982288587,245.1544761113383
PETRONET,20200305  12:10:00,245.15,244.75,245.35,244.75,244.4460021578265,245.18455670959395
PETRONET,20200305  12:15:00,244.75,244.65,246.0,245.4,244.47738644123783,245.31000952350257
PETRONET,20200305  12:20:00,245.4,245.0,245.85,245.25,244.55778852720124,245.39308498142526
PETRONET,20200305  12:25:00,245.3,245.3,245.75,245.5,244.6719749076318,245.4479949842829
PETRONET,20200305  12:30:00,245.45,245.45,247.2,246.7,244.79167107568844,245.71753421747013
PETRONET,20200305  12:35:00,246.7,245.4,246.7,245.65,244.88526014096715,245.8686827993978
PETRONET,20200305  12:40:00,245.65,245.3,246.2,245.3,244.94906627312605,245.9196546764135
PETRONET,20200305  12:45:00,245.25,245.1,245.8,245.4,244.97228684649127,245.90124626465757
PETRONET,20200305  12:50:00,245.4,245.3,245.7,245.5,245.02270425472338,245.8702853008641
PETRONET,20200305  12:55:00,245.5,244.55,245.55,244.95,244.94998052322748,245.8210106391927
PETRONET,20200305  13:00:00,244.95,244.8,245.7,245.65,244.9269065965771,245.80239361777845
PETRONET,20200305  13:05:00,245.6,245.6,246.9,246.05,245.03045942787293,245.97125613812022
PETRONET,20200305  13:10:00,246.05,245.5,246.05,245.9,245.1026964389694,245.98337057840942
PETRONET,20200305  13:15:00,245.95,245.55,246.0,245.7,245.17151237143563,245.9859289509618
PETRONET,20200305  13:20:00,245.75,245.25,245.8,245.45,245.18358739121476,245.9573244969677
PETRONET,20200305  13:25:00,245.45,245.3,245.8,245.45,245.20149702333558,245.93312072820342
PETRONET,20200305  13:30:00,245.45,244.9,245.9,245.0,245.15511286589933,245.92802523155675
PETRONET,20200305  13:35:00,245.0,244.45,245.0,244.75,245.04663396345327,245.78525211900956
PETRONET,20200305  13:40:00,244.75,244.1,244.75,244.1,244.90099796907586,245.62598256223885
PETRONET,20200305  13:45:00,244.05,243.7,244.1,243.85,244.71622905075648,245.3912160142021
PETRONET,20200305  13:50:00,243.85,243.8,244.55,244.45,244.5752707352555,245.2617981658633
PETRONET,20200305  13:55:00,244.5,243.9,244.85,244.3,244.47138292983158,245.19844460188432
PETRONET,20200305  14:00:00,244.35,244.15,244.45,244.45,244.42193940216518,245.0832992785175
PETRONET,20200305  14:05:00,244.45,243.05,244.6,243.25,244.21087180183207,245.00894554336097
PETRONET,20200305  14:10:00,243.3,243.1,244.7,243.85,244.03996844770407,244.96141545976698
PETRONET,20200305  14:15:00,243.85,243.5,244.1,243.6,243.9568963788265,244.8288900044182
PETRONET,20200305  14:20:00,243.6,243.5,244.4,244.4,243.88660462823782,244.76290692681542
PETRONET,20200305  14:25:00,244.3,243.05,244.4,243.35,243.75789622389354,244.70707509192073
PETRONET,20200305  14:30:00,243.35,243.35,243.75,243.7,243.69514295867916,244.55983277008676
PETRONET,20200305  14:35:00,243.75,243.1,243.9,243.9,243.60358250349773,244.45832003622726
PETRONET,20200305  14:40:00,243.9,242.85,244.35,243.05,243.48764673372884,244.44165541526922
PETRONET,20200305  14:45:00,243.1,242.3,243.4,242.85,243.30493185161671,244.28140073599704
PETRONET,20200305  14:50:00,242.85,242.7,243.55,243.2,243.21186541290646,244.16887754584366
PETRONET,20200305  14:55:00,243.2,242.6,243.55,242.8,243.1177322724593,244.07366561571388
PETRONET,20200305  15:00:00,242.75,242.3,243.2,242.7,242.99192730746557,243.93925552098867
PETRONET,20200305  15:05:00,242.65,241.6,242.7,242.3,242.77778464477856,243.74860082545194
PETRONET,20200305  15:10:00,242.3,241.65,242.3,241.85,242.60427931481263,243.5257391599978
PETRONET,20200305  15:15:00,241.95,241.6,242.7,242.65,242.44977480484147,243.39870236615198
PETRONET,20200305  15:20:00,242.6,242.0,243.5,243.15,242.3805786810197,243.41428661751323
PETRONET,20200305  15:25:00,243.1,242.1,243.6,242.2,242.3374127300936,243.44285790712658
PETRONET,20200306  09:15:00,242.05,236.5,243.05,238.4,241.43934923315612,243.38241822910712
PETRONET,20200306  09:20:00,238.4,237.7,239.8,237.7,240.8640647357475,242.83127696309063
PETRONET,20200306  09:25:00,237.75,237.3,240.5,238.7,240.31574708409403,242.47261896876898
PETRONET,20200306  09:30:00,238.75,237.35,238.85,237.35,239.85947830192572,241.91529297357374
PETRONET,20200306  09:35:00,237.35,237.35,238.9,238.1,239.47340471701406,241.4514017468701
PETRONET,20200306  09:40:00,238.05,237.6,238.65,238.5,239.1851886067042,241.02041686273623
PETRONET,20200306  09:45:00,238.5,238.5,240.15,239.25,239.07977497490356,240.88650657616142
